날짜,제목,글쓴이,조회,공감,비공감
2022.06.22 16:53,"포기하지마라.. 세력들은 올릴 것이다..
				[1]",dreg****,185,1,6
2022.06.22 16:22,"아찔하게 빠지는구만??
				[2]",ksm1****,178,8,2
2022.06.22 16:15,어후 시원 하다  잉~,them****,136,8,2
2022.06.22 16:09,거 육개장 한사바리 내와봐라~,west****,128,5,1
2022.06.22 15:29,"국일제지 신용매수 됩니까?
				[2]",jinh****,338,2,2
2022.06.22 15:25,"국일이 어쩌고 저쩌고 희망회로 주는 늠들...
				[2]",mmkk****,239,5,1
2022.06.22 15:22,고등어였는데,yoon****,141,2,0
2022.06.22 15:16,경영진은 진짜 뭐하고 자빠졌노,leed****,136,6,0
2022.06.22 15:15,금요일에 천원 보는거야?ㅋㅋㅋㅋ,dbdl****,125,4,1
2022.06.22 15:10,공장부지에 고구마나 심자,scie****,132,4,0
2022.06.22 15:08,금요일날 사라,aiii****,140,2,3
2022.06.22 14:53,"개미들 공포
				[1]",csnl****,204,2,2
2022.06.22 14:41,천원으로 갑시다 ㅋㅋㅋ,dbdl****,132,5,2
2022.06.22 14:31,"2천도 깰 기세네~ 니미럴 바닥이 어디여
				[1]",mmkk****,193,6,0
2022.06.22 14:30,"여기,",dlqu****,124,6,0
2022.06.22 14:05,아. 닝기미..,drun****,130,3,2
2022.06.22 14:03,"국일 제지 메인 아이템은 제지인가요? 그...
				[1]",hear****,156,2,1
2022.06.22 14:13,국일 제지 메인 아이템은 제지인가요? 그...,john****,119,3,0
2022.06.22 14:01,미?네미?어!!,john****,124,2,1
2022.06.22 13:22,브라보 부라보,dbdl****,123,3,2
2022.06.22 13:18,"그래핀은 무슨.. 윤순길 교수나 바라보는...
				[1]",scie****,235,5,0
2022.06.22 12:29,"우시기 나쁜 노무
				[2]",gabs****,307,15,0
2022.06.22 12:13,"환율봐라~ 지금 있는 주식이나 잘 지켜야...
				[3]",mmkk****,350,10,0
2022.06.22 12:11,"담배값 오르길
				[1]",yuly****,184,4,2
2022.06.22 12:04,"모두 안티네
				[1]",scie****,159,6,0
2022.06.22 12:02,이  븅   딱,aa97****,134,3,0
2022.06.22 11:58,"상식적으로
				[1]",hara****,209,7,0
2022.06.22 11:40,어제 속았어 매수한 새끼 ㅈ때바라,jcu0****,142,3,0
2022.06.22 11:20,화한  배달이요,them****,157,4,3
2022.06.22 10:54,요즘 장이 안좋아서,aiii****,199,1,6
2022.06.22 10:44,40조원 이거 구라야,dbdl****,162,3,4
2022.06.22 10:37,세력형들이 올릴 것..,dreg****,134,2,3
2022.06.22 10:05,어리둥절?ㅋㅋㅋㅋ,dbdl****,169,3,4
2022.06.22 10:01,경축,them****,165,3,3
2022.06.22 09:48,주식은,them****,127,3,2
2022.06.22 09:43,그래핀은 임원진들 팔때 사기로 판명났고,choi****,151,5,3
2022.06.22 09:37,이회사가,aa97****,130,5,1
2022.06.22 09:32,역시 돌아왔음 ..이제 하방으로,scie****,118,3,1
2022.06.22 08:07,국일이 가지고 계신분들,them****,186,5,6
2022.06.22 07:41,국일제지 주주여 누가 저평가?,kkkk****,145,0,3
2022.06.22 07:17,엠바고라 했냐 안했냐,afte****,122,1,8
2022.06.22 06:25,흐름이 조만간,azaz****,177,7,6
2022.06.21 23:07,"여보세요
				[1]",aiii****,224,3,6
2022.06.21 22:12,야 이 개미 호구 빙시 새끼들아 또 속나,jcu0****,107,5,4
2022.06.21 21:50,"구라모리스?구라플러스?
				[1]",ssib****,132,5,4
2022.06.21 21:06,"Jp모건 승
				[1]",john****,156,4,2
2022.06.21 19:43,"국일 팩트맨이다
				[1]",azaz****,175,5,3
2022.06.21 18:24,그래핀으로,leem****,146,5,3
2022.06.21 18:06,그냥 여기저기 뉴스 다 끌어오는구나,dbdl****,150,5,5
2022.06.21 17:05,맨날 피뢰침피뢰침 베토리주도 아니고 원전...,dall****,164,4,2
2022.06.21 16:49,"담배회사였나요??
				[2]",kimg****,279,9,1
2022.06.21 15:36,"오늘도
				[1]",kes5****,311,10,0
2022.06.21 15:32,"국일 존버맨이다
				[2]",007t****,214,0,7
2022.06.21 15:26,국일이는,kes5****,182,8,0
2022.06.21 15:23,"회사는
				[1]",kes5****,282,13,0
2022.06.21 15:20,욕나오는 기업 에라이~,scie****,147,7,0
2022.06.21 15:13,이딴곳이 코스닥150이란다,choi****,155,10,1
2022.06.21 15:07,국일제지 대표님,hjc1****,297,36,0
2022.06.21 15:05,단타로 누구배는 찢어지겟네,dbdl****,149,6,1
2022.06.21 14:57,그것바라,john****,153,5,0
2022.06.21 14:54,미래 신기술 그래핀의 위력을..,dreg****,153,0,4
2022.06.21 14:50,"그래핀 뉴스를 보고픈거지 제지가 아니다.
				[1]",mmkk****,196,5,2
2022.06.21 14:38,좀만 힘내면 파란불 보겟네,choi****,129,4,0
2022.06.21 14:29,신한 제이피,sun8****,150,1,4
2022.06.21 14:24,부지불식,mild****,139,4,0
2022.06.21 14:23,앵벌이 신한한테 그만 좀 팝시다.,yhy8****,137,5,2
2022.06.21 14:19,공매도 사채 수금처,mild****,148,4,1
2022.06.21 14:17,오늘,rhtm****,129,3,0
2022.06.21 14:17,단타로 10억원 이득이죠,dbdl****,146,4,2
2022.06.21 14:14,무슨,dbje****,105,0,3
2022.06.21 14:14,국일은  뉴스뜨면  전후사정  안가리고 ...,gkgk****,153,3,1
2022.06.21 14:06,오늘도,sho1****,127,4,0
2022.06.21 13:55,"신한 제이피
				[1]",sun8****,226,7,3
2022.06.21 13:52,그냥 거래정지나 시켜라,choi****,136,4,1
2022.06.21 13:46,"이제 뉴스나오면 무섭다
				[1]",sun8****,217,8,1
2022.06.21 13:39,"뉴스나고 더떨어지는 미친 ㅆ   ㄹ   ...
				[1]",choi****,173,5,1
2022.06.21 13:37,신한 이놈들은 올라가면 어디서 물량 가져...,minn****,163,2,1
2022.06.21 13:35,장난질도 적당히 해야지~,mmkk****,126,2,0
2022.06.21 13:34,헐~,dlal****,120,3,0
2022.06.21 13:31,역시,hjc1****,146,6,1
2022.06.21 13:30,가지가지한다,choi****,123,4,1
2022.06.21 13:30,ㅋㅋㅋㅋㅋㅋ,rhtm****,112,4,0
2022.06.21 13:26,담배제지,qwer****,142,3,1
2022.06.21 13:26,"걍 입찰서 제출하는거지 먼 자격심사 어쩌...
				[1]",thie****,229,2,2
2022.06.21 13:25,아나 미수몰빵인데 ㅡㅡ,wlgn****,135,1,2
2022.06.21 13:25,삼성전자는 그래핀반도체 특허보유,kore****,182,1,4
2022.06.21 13:25,"사기꾼들,,,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ...",gunw****,126,3,0
2022.06.21 13:25,자격심사획득은 뭐여. ㅋㅋㅋ 개 말장난이...,medi****,147,5,0
2022.06.21 13:24,진짜 이회사도 입만열면 사기치네 ㅋㅋ,thie****,120,5,1
2022.06.21 13:24,드디어 구글제지,tj61****,141,3,2
2022.06.21 13:23,이회사 주식살바에 기부한다 ㅋㅋ,thie****,115,4,1
2022.06.21 13:18,꼬시는거야 모여~~,mmkk****,127,3,0
2022.06.21 12:44,"삼성사장단 회의..
				[1]",kore****,384,2,5
2022.06.21 12:29,로봇사업 진출 안하냐,john****,153,4,2
2022.06.21 12:24,"이제 8000원 시체는 없제??
				[1]",zooe****,164,3,2
2022.06.21 12:20,"떨어진거 생각못하고 30원 올랏다고
				[1]",dbdl****,146,4,5
2022.06.21 11:47,국일제지 물리신분들,them****,139,2,3
2022.06.21 11:43,"그래핀 반도체 가즈아~~~
				[1]",elis****,186,2,5
2022.06.21 11:29,국일 존버맨이다,007t****,135,1,5
2022.06.21 11:06,전기차도 진출해라,scie****,133,2,3
2022.06.21 11:01,그래핀 매출 0원,choi****,132,4,2
2022.06.21 10:32,"여긴 임원들이 공매치고있을듯
				[2]",choi****,167,5,3
2022.06.21 10:25,반등 하면,them****,137,3,3
2022.06.21 10:23,"줄겁다 파란불 ㅋㅋ
				[2]",dbdl****,138,5,5
2022.06.21 09:07,으휴 진짜 능력이라곤 1도없는 쓰  레 ...,choi****,150,6,1
2022.06.21 08:16,꽃집에서 왔어요,them****,166,6,5
2022.06.21 09:34,"꽃집에서 왔어요
				[1]",leew****,105,1,0
2022.06.21 05:59,단타도 못치겟댜 ㅋㅋ,dbdl****,160,3,4
2022.06.20 21:59,"국일제지주주여 누가 저평가?
				[2]",kkkk****,255,0,3
2022.06.20 19:16,"여긴
				[1]",azaz****,192,3,3
2022.06.20 15:57,내일도 부탁해^^,dbdl****,226,5,4
2022.06.20 15:03,ㅋㅋㅋ 진짜 알바천국이네.ㅋㅋㅋ,jjan****,274,10,5
2022.06.20 14:59,"오늘7%빠지면
				[1]",aiii****,343,3,3
2022.06.20 14:56,좀더 쎄게,them****,165,4,2
2022.06.20 14:29,이래야 국일이지,scie****,191,4,2
2022.06.20 13:42,윤순길...,john****,279,5,3
2022.06.20 13:40,전기차도 만든다고 하자,scie****,209,8,2
2022.06.20 13:38,44만주에 -6프로네ㅋ,choi****,225,5,2
2022.06.20 13:38,"주가가 내려가니깐
				[1]",sach****,234,2,5
2022.06.20 13:25,호호호 나 주식 쫌 하는듯?,sach****,210,5,3
2022.06.20 12:21,"환상 속 그래핀은 됐고 현실적인 친환경 ...
				[1]",scie****,233,6,2
2022.06.20 11:45,"19년도 20년도 기대감만 띄어놓고
				[2]",mmkk****,305,10,2
2022.06.20 11:29,"부도 안나는게 용하네~~
				[2]",choi****,271,10,3
2022.06.20 11:13,"욕나오는 주식
				[1]",scie****,187,3,1
2022.06.20 11:12,국일 제지 단순 평가,them****,174,3,2
2022.06.20 10:55,"던지기엔 늦었다
				[1]",sun8****,225,3,4
2022.06.20 10:44,"하한가 하한가
				[1]",dbdl****,191,3,6
2022.06.20 10:39,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,dbdl****,169,3,4
2022.06.20 10:35,ㅎㄷㄷ 대 폭락,myib****,167,4,3
2022.06.20 10:32,코스피1500 코스닥500이라했다ㅋ,kimg****,154,3,1
2022.06.20 10:29,그냥 오늘 하한가 가라,dbdl****,161,5,2
2022.06.20 10:17,"좀더 쎄게 시원하게
				[1]",them****,186,5,2
2022.06.20 10:03,"동전주로 회귀하려나 보다
				[1]",myib****,193,6,1
2022.06.20 09:43,천원의 서막이 오는군요,dbdl****,178,2,4
2022.06.20 09:41,맨붕오것네. 난 저번주 초 ?물의 손절치...,myib****,173,1,2
2022.06.20 09:23,"미친 쓰  레   기  장 이라고밖에 표...
				[3]",choi****,282,4,3
2022.06.20 09:22,일단 기분좋은 주초,them****,178,4,2
2022.06.20 09:12,엠바고라 했냐 안했냐,afte****,157,2,7
2022.06.20 09:05,오늘 종가 예언한다,sach****,195,5,2
2022.06.19 21:25,"국일제지주주여 종이 제지도 인플레수혜주이...
				[2]",kkkk****,267,0,6
2022.06.19 20:35,한주 또 시작이다 개미들 잠은오냐 ㅋㅋ,dbdl****,135,4,6
2022.06.19 16:27,국일 팩트맨이다,azaz****,221,4,5
2022.06.19 15:33,"관심법으로  본 주가 전망
				[1]",them****,228,1,6
2022.06.19 08:59,아이고 이거는 아직도 이러고있네,aiii****,292,2,8
2022.06.19 08:15,"7월2주째 2300원쯤 예상한다
				[1]",dbdl****,317,3,6
2022.06.19 07:58,제지주는 친환경소재기업은 변신중 누가 저...,dlek****,187,0,2
2022.06.18 08:40,"[삭제된 게시물의 답글]미련을 버려라.
				[2]",fifa****,265,12,8
2022.06.17 17:37,"월요일 기대하자
				[1]",them****,274,8,5
2022.06.17 13:50,"셈성
				[1]",west****,295,3,7
2022.06.17 11:46,답답허네,them****,213,3,5
2022.06.17 11:36,"국일제지주주여 누가 저평가?
				[1]",kkkk****,223,1,2
2022.06.17 11:26,"구길이는
				[1]",padm****,207,4,1
2022.06.17 11:12,"진짜 국일이는 좋겠다
				[1]",sach****,221,3,1
2022.06.17 09:17,"그놈의 시제품은 언제나오는거임?
				[2]",scie****,383,6,2
2022.06.17 09:03,"천원 시대가 다가온다 기다리자
				[1]",dbdl****,204,7,4
2022.06.17 08:54,태클을 걸지마,them****,172,2,1
2022.06.17 08:49,아침 시초가부터,sayo****,138,0,2
2022.06.17 08:48,오늘이 가장 행복하고 즐건날,them****,177,3,2
2022.06.17 08:21,"국일제지주주여 참조
				[1]",aaaa****,195,0,3
2022.06.17 07:52,엠바고라 했냐 안했냐,afte****,163,1,6
2022.06.17 07:18,2천원 다시 간다 ㅋㅋ,dbdl****,179,3,5
2022.06.17 07:02,"바쁜 뎅
				[1]",them****,197,4,3
2022.06.16 23:27,종이 제지도 인플레수혜주,kkkk****,146,0,1
2022.06.16 22:54,내가 인플레이션  때문에,aiii****,129,3,4
2022.06.16 14:47,느긋하게 기다리면 복이와요,dbdl****,252,6,8
2022.06.16 14:37,돌려받으러 갑니다.. 내 마이너스,step****,215,2,1
2022.06.16 14:26,"미기준금리 연말까지 3.25~3.5%란다...
				[2]",mmkk****,307,7,3
2022.06.16 13:42,"이거 이거?
				[1]",cjsg****,404,4,13
2022.06.16 12:56,셈성,west****,227,3,8
2022.06.16 12:51,다시 2천원에 충분히 살수 잇는데 ㅋㅋ,dbdl****,174,5,7
2022.06.16 12:04,국일 가즈아!!!,drun****,190,2,6
2022.06.16 09:36,"26년차)3.8%묵고
				[2]",n061****,376,4,3
2022.06.16 09:36,느긋하게 기다리면 2천원,dbdl****,189,5,3
2022.06.16 09:31,"그래핀 생리대 나오나요?
				[1]",h_se****,174,0,4
2022.06.16 09:25,"코펜하겐에서 좋은 소식?
				[2]",kore****,348,0,5
2022.06.16 09:22,"3080원 2천주 매도 성공
				[1]",dbdl****,231,1,4
2022.06.16 09:18,세엠성,west****,164,1,1
2022.06.16 09:10,느긋하게 기다리면 파란불인데,dbdl****,165,3,2
2022.06.16 09:03,ㅋㅋㅋㅋㅋㅋㅋ,sung****,166,2,1
2022.06.16 09:03,"3500원 올까요?
				[1]",drun****,217,2,1
2022.06.16 09:01,다시 파란불 일텐데 ㅋㅋ,dbdl****,156,3,4
2022.06.16 08:51,장전 장난질 물량 파악중,myib****,172,1,1
2022.06.16 07:47,엠바고라 했냐 안했냐,afte****,134,1,7
2022.06.16 05:56,"국일제지주주여 종이 제지는 친환경소재로 ...
				[1]",kkkk****,181,0,5
2022.06.15 16:32,"대표, 임원, 말단 직원까지 죄다 썩은곳
				[1]",choi****,260,9,4
2022.06.15 16:18,"새로이형 이러기야?
				[1]",dask****,328,9,4
2022.06.15 15:44,친환경 기저귀하나 내라,scie****,147,5,1
2022.06.15 14:58,신한은 오늘도 대차상환 30만주 하는가,kore****,152,1,1
2022.06.15 14:43,셈성,west****,124,0,4
2022.06.15 13:01,"망햇다 어제 괜히 삿네 ㅠㅠ
				[1]",dbdl****,276,4,9
2022.06.15 12:58,환율봐라~ 2010년 이후 최대치 찍기 ...,mmkk****,217,7,3
2022.06.15 11:48,26년차)2965부터,n061****,178,0,5
2022.06.15 11:32,2천원 으악,dbdl****,142,1,4
2022.06.15 11:25,"위험자산시장 돈 빠지는데 국일만 간다고?
				[1]",mmkk****,244,8,2
2022.06.15 10:53,웬지 기분이 조아,them****,168,1,4
2022.06.15 10:51,OOO,imki****,139,1,1
2022.06.15 10:27,야호 어제 괜히 삿네,dbdl****,179,2,5
2022.06.15 10:11,"그럼 그렇지
				[2]",scie****,272,2,3
2022.06.15 09:49,"여기도 개미무덤이긴하네ㅋㅋ
				[2]",choi****,241,8,3
2022.06.15 09:26,"ㅋㅋㅋㅋㅋㅋㅋㅋ 비 오자나
				[1]",dbdl****,194,2,6
2022.06.15 09:03,"2천원 가즈아 ㅋㅋ
				[2]",dbdl****,183,2,4
2022.06.15 08:12,엠바고라 했냐 안했냐,afte****,180,2,8
2022.06.14 23:09,국일제지주주여 누가 저평가?,kkkk****,280,4,3
2022.06.14 20:24,"와앙~~~
				[1]",cjsg****,358,7,9
2022.06.14 18:41,"내일은 2천원 재도약 ㅋㅋ
				[1]",dbdl****,207,5,7
2022.06.14 18:34,"주식·코인, 유동성 타고 부풀었던 거품 ...",sach****,186,6,4
2022.06.14 16:53,그래핀 기술을 믿을수밖에..,dreg****,263,9,7
2022.06.14 15:28,상폐해라,cgu7****,175,4,2
2022.06.14 15:10,"공매들 떼돈벌겠네ㅋㅋ
				[1]",choi****,237,5,2
2022.06.14 14:20,"국일그래핀 사외이사 윤순길 교수님 컨퍼런...
				[14]",dvmm****,1025,40,10
2022.06.14 14:03,세엠성,west****,197,2,5
2022.06.14 12:56,"2970원 2천주 삿다
				[3]",dbdl****,401,4,11
2022.06.14 10:57,"더도 덜도 말고
				[1]",them****,269,4,7
2022.06.14 09:47,지금사라 개미들아 ㅋㅋㅋ,dbdl****,217,6,2
2022.06.14 09:37,오늘은 2천원 가즈아,dbdl****,165,3,5
2022.06.14 09:18,증시가 개하락이야,dbdl****,172,4,4
2022.06.14 08:03,아그덜아,them****,188,4,2
2022.06.14 07:36,엠박고라 했냐 안했냐,afte****,191,2,9
2022.06.14 07:08,ㅉㅉ,jkc9****,175,3,3
2022.06.14 06:00,2천원 가즈아 증시 개하락 ㅋㅋ,dbdl****,172,3,4
2022.06.13 22:53,"어후 시원 하다  잉~
				[1]",them****,203,2,4
2022.06.13 17:46,"기분 째지네
				[2]",them****,383,6,12
2022.06.13 17:22,간만에 왔는데,chan****,204,6,11
2022.06.13 16:10,"긍적적인 추산
				[1]",csnl****,306,4,8
2022.06.13 15:27,나가리,wkdt****,193,3,3
2022.06.13 15:04,세엠성,west****,145,0,6
2022.06.13 13:37,오늘같은날 10프로는 빼줘야지,choi****,185,3,6
2022.06.13 13:34,셈성,west****,152,1,6
2022.06.13 13:09,"양파·마늘값도 급등...끝도 없이 치솟는...
				[1]",sach****,253,8,2
2022.06.13 12:36,2천원 가즈아,dbdl****,165,3,6
2022.06.13 11:52,지금 사라 가격이 싸가고 생각되면,dbdl****,202,3,7
2022.06.13 11:12,위험자산시장 공포장 시작도 안했다.,mmkk****,205,4,4
2022.06.13 10:37,멀 하긴 하는건가?,scie****,184,4,3
2022.06.13 09:52,"셈성
				[1]",west****,194,0,6
2022.06.13 09:28,2천원으로 가는중,dbdl****,189,5,6
2022.06.13 09:12,파랗게 물들지어다,dbdl****,184,4,7
2022.06.13 08:11,"엠바고라 했냐 안했냐
				[1]",afte****,271,4,13
2022.06.13 10:54,제발 죽어라,fund****,154,2,2
2022.06.12 17:08,주말간 호구들 자리 지키느라 바쁘네,dbdl****,291,9,13
2022.06.11 11:35,"◆□◆국일제지 리딩 소송, 마지막모집
				[1]",wjdg****,507,9,13
2022.06.10 19:28,외국인들 꼬신다,paik****,340,7,4
2022.06.10 16:22,"선방했다
				[3]",weyc****,872,21,11
2022.06.10 15:53,"셈성
				[2]",west****,561,4,6
2022.06.10 14:24,매도호가 눈에 보이긴 하죠?,dbdl****,256,3,7
2022.06.10 14:11,야금야금 올린다고 매수하면 새된다,dbdl****,203,5,8
2022.06.10 13:29,개미들 많이들 모여라. 친구들아 쳐 물리...,jms_****,208,5,6
2022.06.10 13:02,"야금야금 올리는게 개미들 꼬시는거 같네
				[1]",mmkk****,349,9,4
2022.06.10 12:41,친환경,taxk****,254,1,10
2022.06.10 12:11,나가리,wkdt****,209,1,2
2022.06.10 12:00,"2천따리~2천따~
				[2]",sach****,274,2,5
2022.06.10 11:04,"신한 올라가면 매도칠려고 눈치 보는중??...
				[2]",minn****,371,4,3
2022.06.10 09:50,"하여가
				[1]",007t****,331,4,11
2022.06.10 09:11,오른만큼 다시 빠진다,dbdl****,248,5,9
2022.06.10 09:09,"신한 양아치
				[2]",kore****,365,3,6
2022.06.10 09:08,셈성,west****,166,0,5
2022.06.10 09:03,파란불 파란불 ㅋㅋㅋ,dbdl****,174,3,5
2022.06.10 09:00,개미 호구 세력들에 돈줄,jcu0****,194,3,2
2022.06.10 08:57,"금요일이다 ㅋㅋ 파란불이다
				[1]",dbdl****,205,3,5
2022.06.10 06:55,엠바고라 했냐 안했냐,afte****,229,4,6
2022.06.10 06:54,아~미국증시 겁나 떨어졌든데,drun****,237,5,4
2022.06.10 06:32,"쌍용님,무장어른, 아직 계십니까
				[3]",meng****,351,3,5
2022.06.10 02:27,차자따보민~,sach****,319,2,5
2022.06.09 22:01,●국일제지 리딩 피해자 소송 5,wjdg****,237,4,9
2022.06.09 20:40,그래핀요즘도울궈먹나요?,edii****,154,3,5
2022.06.09 19:38,차트잘 만들고있네,only****,250,11,8
2022.06.09 16:49,셈성,west****,258,3,4
2022.06.09 16:35,[삭제된 게시물의 답글]그래서 단타 무덤...,suns****,196,2,0
2022.06.09 16:21,재용이 소변다음 큰건이면,choi****,184,1,2
2022.06.09 16:28,아니 그대 Choi 용변 아닌가요!,suns****,185,5,2
2022.06.09 16:02,"그래핀이 뭔지는 알고 삼성삼성거리냐
				[2]",sach****,461,5,14
2022.06.09 16:22,그래핀이 뭔지 그대는 모르시는 것 같네요...,suns****,231,8,1
2022.06.09 15:49,형들 내일은 돈 싸들고온데요,max0****,232,3,5
2022.06.09 15:36,오늘 내일사이,dlqu****,321,10,4
2022.06.09 14:45,셈성,west****,263,0,4
2022.06.09 14:41,"항상 그렇듯 사기질에 또 당한거지뭐
				[1]",choi****,255,3,9
2022.06.09 14:32,오른다고 좋다고 사네,dbdl****,176,4,4
2022.06.09 14:17,"ㅋㅋㅋㅋ내이럴줄 알았지
				[2]",sach****,286,5,14
2022.06.09 14:13,오늘 계속 글 쓰는 애들,007t****,147,1,7
2022.06.09 14:11,재용 오줌빨 벌써 끝났냐,choi****,162,3,3
2022.06.09 14:06,"형들 미안해
				[1]",max0****,217,2,5
2022.06.09 13:45,이재용 지시에 삼증이 움직인다.,kore****,221,1,5
2022.06.09 13:35,"형들 준비되셨나요?
				[3]",max0****,377,3,9
2022.06.09 13:11,"또 사기질에 당하는구만
				[2]",choi****,261,4,6
2022.06.09 13:08,"8010원 3000주 주주다
				[1]",smk7****,368,1,4
2022.06.09 13:05,국또속은 영원하리~~,myib****,162,3,3
2022.06.09 12:59,"와 ~ 신한 급해지나?? 3만주를 한방에...
				[1]",minn****,362,5,8
2022.06.09 12:58,신한 쫄리는구나,kore****,195,5,3
2022.06.09 12:55,국또속 경고 주의보 발령,myib****,149,0,4
2022.06.09 12:40,셈성,west****,237,7,3
2022.06.09 11:50,"형들 난  국일대장을  믿는다요ㅋ
				[1]",max0****,295,3,5
2022.06.09 11:35,"형들 비밀인데
				[2]",max0****,442,4,10
2022.06.09 11:33,재용부회장님 국일그래핀 한마디만 부탁드립...,gns3****,303,12,4
2022.06.09 11:33,신한 3200에 잔뜩 쌓아놨네,kore****,193,3,1
2022.06.09 11:24,"오늘의 종가는 얼마일까요?
				[1]",sach****,223,3,4
2022.06.09 10:53,"하나금투 파이링
				[1]",kore****,226,1,1
2022.06.09 10:23,삼성 구글 애플 외쳐라,dbdl****,235,2,6
2022.06.09 10:09,셈성,west****,202,2,1
2022.06.09 09:45,부실기업..퇴출기업..,dbdl****,176,2,4
2022.06.09 07:54,엠바고라 했냐 안했냐,afte****,176,2,6
2022.06.09 10:36,[삭제된 게시물의 답글]둘다 닥치라 했냐...,kota****,87,0,1
